Word,Average Occurence (Comedy),Average Occurence (Thriller)
onc,0.090101949965,0.0912560340076
philadelphia,0.00124182011563,0.00280889249598
honesti,0.00217339828071,0.00269761759006
super,0.00507444643886,0.00336359769336
florida,0.00343670333947,0.00383684785478
gentleman,0.0103746483496,0.00572113885203
cannot,0.0150905932931,0.0142239507117
too,0.353236349534,0.344922258486
fuss,0.0024026335042,0.000886771615
hasnt,0.0181196576751,0.0268244839902
lookin,0.00679280706923,0.00891630300305
arrang,0.0102022429189,0.0155588659949
brill,0.0,0.00254331584804
sale,0.0109352514763,0.00718267361014
month,0.0608761064232,0.0768725884622
intact,0.00102121785665,0.00236157030096
foolish,0.00374203726246,0.00501303842452
newspap,0.0108706833688,0.00752623521068
transit,0.00256788126275,0.00269093396981
roi,0.00766805734609,0.0112550388759
whew,0.0042903395491,0.00054024949704
uwhatu,0.00422669776022,0.00208767771576
main,0.011871572346,0.0111578261853
bat,0.00885720756027,0.0120867257646
line,0.0474295695193,0.0564918403162
snake,0.00425564382195,0.017365806098
bald,0.0019924559483,0.00248768122188
cage,0.00585357972532,0.00639133799954
toward,0.0115706260289,0.0116275975054
sold,0.0141158361354,0.00788328762446
till,0.029050798469,0.0323426930597
mood,0.0103574586254,0.00612263540186
warn,0.0140609448314,0.0151342643278
johnni,0.0173007601179,0.032607808679
mustv,0.00460320070187,0.0134517236662
scream,0.0120752820562,0.0133891119536
undress,0.00281873520477,0.00222605114716
absolut,0.0359593807116,0.0275843443712
flaw,0.00231934238611,0.00330497216268
bake,0.00715043610452,0.00123909417972
mmm,0.00953172832586,0.00472957624317
jerri,0.0111710559015,0.0190190430966
employe,0.00300702537255,0.00368501615775
quot,0.00618424466737,0.00324558201209
waitin,0.00399505520195,0.00278603577589
benefit,0.00521905616322,0.00486426265312
werent,0.036236824055,0.035675730267
fulfil,0.00340910024036,0.000660128601995
plastic,0.00328169309254,0.00803121552178
tribe,0.00399626517274,0.00223036905288
yknow,0.0199798790232,0.00961810144891
hope,0.0979732392174,0.0785104874134
layer,0.00348956940198,0.00272456115187
tom,0.0107945615077,0.0429775182594
reaction,0.0061567284876,0.00488891867943
san,0.00806705796231,0.013253885836
katrina,0.0,0.0
identifi,0.00161671147649,0.00907543262032
red,0.03485773402,0.0262001167759
exorc,0.0,0.00334858031023
iron,0.00420980560906,0.00424609391504
beer,0.0166776844693,0.020405670198
santo,0.000332652483857,0.00373392922221
bruis,0.00123162584397,0.00264235827131
stab,0.00320625940748,0.00832298202275
louis,0.00222982837987,0.00782036763321
agreement,0.000981427762833,0.00290851644669
coulda,0.00592130076763,0.00737718053541
film,0.0263826873022,0.0244446766182
rufu,0.00408804531726,0.000635828962009
soil,0.00338998435326,0.00232764522604
playin,0.00130766345014,0.00169191180455
millionair,0.00463894585124,0.00165637439683
middl,0.0234399605612,0.0256027857752
closer,0.0119354842804,0.0123146148344
spirit,0.0105487592249,0.0123302243078
accident,0.000836546693637,0.00231266926239
yer,0.00331574727772,0.00128954545122
traffic,0.0055910028135,0.00737975678157
what,2.51769530851,2.72637109713
convict,0.00292347321219,0.00830368484868
sack,0.006440896422,0.00251245326805
examin,0.00653998383336,0.00924878705391
compound,0.00217631838471,0.00393421301118
squid,0.00204470645564,0.00150137063629
gimm,0.0125599552273,0.00917902340581
fault,0.0370476728902,0.022344597173
mysteri,0.0183472390284,0.00960790929941
sea,0.0111812718574,0.0145077622347
barbara,0.00367969730327,0.0022151308348
surpris,0.0370276553961,0.0351325510002
rm,0.00615738742627,0.0
hid,0.0018172506952,0.0075443753074
sewer,0.00139123124476,0.00346737786901
kilomet,0.000997613073851,0.00736172649232
lisa,0.00537012512072,0.0159613810867
workshop,0.00322719587389,0.000559155336031
safeti,0.00574982017666,0.00789367016119
touch,0.0431795573677,0.0445575799153
jersei,0.00888434904224,0.00435194456165
frequent,0.00218949149474,0.00186825099461
enjoi,0.0332866398289,0.0182144213469
loos,0.00678039881967,0.0206756370831
homeless,0.00588500055259,0.000720955850462
ah,0.0616710110272,0.0270670433428
extens,0.00163947838937,0.00295534804021
termin,0.00268010901112,0.0112750387425
level,0.0127566540391,0.0172897406109
violent,0.00298168854832,0.00434742872757
rush,0.01136505695,0.00651523046945
coordin,0.00143485840808,0.00656730276075
earli,0.0226309668144,0.0294039423922
wa,1.25442801939,1.5125044921
dizzi,0.00221440064919,0.00196668940143
privat,0.0231900842842,0.0182452052792
gwen,0.00301289102028,0.00199146514936
suicid,0.0131137838083,0.0149211604909
headquart,0.00198785970412,0.00322817908922
educ,0.00737308710645,0.00498762806465
sort,0.0595162651667,0.0423345086814
handsom,0.00974354763168,0.00303362655517
stella,0.000798158336684,0.000990589400693
ac,0.00598339783884,0.00534919637754
audit,0.00442535748903,0.00192884682409
antiqu,0.00144771646173,0.00227580513711
dot,0.00220648440059,0.00105339185071
technolog,0.00155086022586,0.00637068470751
motion,0.00341338891103,0.0042966157805
hairi,0.0047725438582,0.00180680272892
site,0.00065655482143,0.00848715329907
student,0.0157528893273,0.0094433383643
up,0.810870051701,0.866104950433
either,0.0434593169276,0.0526199770944
pry,0.00181600543963,0.00148871316887
conspiraci,0.00272777053055,0.0115145430767
basi,0.00470791550068,0.00185930488972
timer,0.000242491818734,0.0022358543829
heat,0.00911271862817,0.0117109932304
lawson,0.0,0.0
hear,0.140268161265,0.15562016779
ui,0.00336602765481,0.00184020417529
fool,0.0337350574756,0.0233849883836
mere,0.00416964600815,0.00632436244425
huh,0.243249855544,0.0926546984309
donni,0.00469728721843,0.00250998676899
none,0.0187815406476,0.0299898656838
fifth,0.00645979667952,0.00304844639152
becaus,0.248684651977,0.210605869286
lamb,0.00227086338216,0.00474420851138
interpret,0.000904110965385,0.00370198328859
increas,0.00198825257227,0.00393669500124
tower,0.00510459629313,0.00946428161144
mickei,0.00383272830331,0.0140555141961
colleagu,0.00308848147262,0.00289641777185
confer,0.00470388357024,0.00654120280538
hollow,0.00177533359455,0.00422322995873
leon,0.00768097765785,0.0100506827089
thou,0.00583529776387,0.00137198486408
fran,0.00694005011643,0.000270343336037
percent,0.0100542403806,0.0158100085104
six,0.0604482465036,0.0796670210435
limp,0.00190563968788,0.0041227519224
arrowai,0.0,0.00210581732035
explod,0.00408068881713,0.00207648419643
friendli,0.00336077713137,0.00550925729656
breakfast,0.0143399172732,0.013164051166
greek,0.00072298060029,0.00550784665254
need,0.344371390225,0.39000263475
rome,0.00562774995802,0.0039295904981
beast,0.00425844305102,0.00419503614052
rehab,0.00136786237178,0.00105850745211
ben,0.0255573740046,0.0200709695664
land,0.0343662178635,0.0235468693006
river,0.00566231351975,0.0147076657027
frank,0.0137230095836,0.0366344183668
smash,0.00718395868499,0.00328010376161
quicker,0.000829885117497,0.0018305860379
former,0.00500902484669,0.00337932280915
lower,0.00897262537879,0.00466783176049
rap,0.00263984359988,0.000813351865811
nick,0.00247902804336,0.0274096940103
came,0.105918532667,0.124080729213
hopeless,0.00229179001007,0.00200554916773
comedian,0.00305670232898,0.00206127779969
right,0.770946912373,0.710971130704
yall,0.00776604114066,0.00287241901946
truli,0.00894390743431,0.00620137166889
not,1.36988392307,1.40009303875
soze,0.0,0.00506222315967
forgotten,0.01029303205,0.0082882526634
tight,0.00800203102103,0.0173067772284
pro,0.00624322743731,0.00466796950734
sona,0.0,0.00293599530241
under,0.0449433073454,0.0685039529875
precis,0.00277081289578,0.0103144819767
center,0.0110113812092,0.0117793235056
stiff,0.0052009228653,0.00570819818777
virtual,0.000988253571211,0.00267174808163
author,0.00918046888965,0.0160892338447
dry,0.00799772000017,0.00805877642088
theyll,0.0461950002935,0.0681170084082
golden,0.00455291641241,0.00209519755649
final,0.0416256178003,0.0269636111381
properli,0.00294495652455,0.00209385182369
paper,0.0353647859882,0.0364117571362
older,0.0170985703557,0.00653187009039
serv,0.016634537213,0.0120317058359
dant,0.00351606222937,0.000558128555333
whistl,0.00307838659343,0.00596735407798
suffer,0.0109039315528,0.0114247908552
confid,0.0116527803059,0.00786089808992
fraud,0.00395296768616,0.0017586868665
brain,0.0316223983032,0.0341878563188
minu,0.00171040587498,0.00219787228987
twentyf,0.00855654489897,0.00525259136452
cut,0.0569786845189,0.0725529052669
atmospher,0.00395778675808,0.00525332066935
bid,0.00117827150249,0.00413559989853
curv,0.00359090147073,0.00133395342463
pizza,0.00713560485132,0.00369069076948
bench,0.00186583369684,0.00354420737264
tattoo,0.00528229863655,0.00326149577126
poor,0.0401064327836,0.0281897177775
enid,0.00459941503042,0.00111856823266
pink,0.00620096940791,0.00573722177604
bathroom,0.0154452162745,0.0195302975752
cramp,0.00318881855351,0.000933577932583
hill,0.00957255445426,0.00856582516951
sight,0.00870451828853,0.0107476769666
patrol,0.00254749493407,0.00535647475972
niec,0.00554826763324,0.000319626785245
calib,0.0014585503969,0.0027972684298
hafta,0.00183704466565,0.00145971377007
journei,0.00398973336288,0.00428374290181
poster,0.00493620280913,0.000600048435207
thruster,0.0015951325527,0.0022966475637
dela,0.00359978847037,0.0
celebr,0.012989611059,0.00692414456442
myer,0.0,0.00567705503524
ruth,0.00597348767961,0.000938737840015
suzi,0.0,0.00565817939757
bunni,0.00582341311304,0.00160327329815
male,0.00982797755673,0.00617214363765
margi,0.000330209204504,0.0035459936402
bate,0.0,0.00311795973588
naw,0.0106758222529,0.00457221174168
than,0.174756794893,0.17931318984
msieu,0.021941645184,0.0
lone,0.00930281727537,0.0120031362147
mole,0.000818880124375,0.0040960977119
briefcas,0.00209825877524,0.00290632899531
rudi,0.000380194361042,0.0046592056795
excel,0.0215925059892,0.00684874943723
madman,0.0008727393751,0.00258434481882
nazi,0.00647938748194,0.00412256538952
flop,0.00475041940466,0.00098623612727
invent,0.00709185326363,0.00676681039862
signor,0.0,0.00233902036324
suggest,0.0136688971444,0.0213260931408
edward,0.00686497365629,0.00597646233106
station,0.015500043505,0.0295394610054
senat,0.00235656389565,0.00429773703075
amen,0.00173470611919,0.00300535698201
hip,0.00780681310496,0.00988628013155
price,0.0113186570998,0.0202661301533
awai,0.15383707372,0.175403230496
randal,0.00146502592891,0.00262938631135
high,0.0607626104939,0.0360868297824
field,0.0125636474378,0.0249668750926
spiritu,0.00132349993309,0.00342860890866
tone,0.0023133912998,0.00374982432477
citizen,0.00606172139671,0.00750388188118
stair,0.00450121154791,0.00861494414214
equal,0.00383728117395,0.00506908061999
nor,0.00616546931554,0.00462896189665
sixth,0.00104889001769,0.00362600677713
gettin,0.00858745140756,0.0227532839811
ground,0.0145074598963,0.0224817025625
control,0.0271423387275,0.0422480588144
awak,0.0025468406228,0.0142489065196
oak,0.00318781353271,0.00134499993514
enterpris,0.00139484019096,0.0184738266104
slightli,0.00610477991778,0.00242144278614
lee,0.00600209810781,0.0069501052365
scope,0.00202060018672,0.00299550544026
holli,0.00483575256775,0.0101246063055
hunch,0.00225085909665,0.00364486336359
ethic,0.00468318564029,0.00302200915563
nasti,0.00958256363906,0.00824039075781
fall,0.0432449719284,0.0410615913933
wednesdai,0.0047643234002,0.00394273264154
gulf,0.000886428424681,0.00255487207959
dont,1.72797514601,1.7269048992
pictur,0.0610258202276,0.0459826738667
awar,0.00634829616617,0.0106032395057
sponsor,0.00339267000771,0.000323883652939
seattl,0.00679277418655,0.00335405266368
english,0.0140634586909,0.016129475707
introduc,0.0130315949948,0.00784310983121
health,0.0055842452536,0.00925734410613
hallucin,0.00194622311851,0.00351952228049
quickli,0.0122437356482,0.00870135453651
jacob,0.0,0.00682138307258
crew,0.0069629230103,0.015032559986
cuervo,0.000344439633735,0.0112356943291
alabama,0.00242643185621,0.00178173732107
teresa,0.000207514346611,0.00619685794338
bain,0.0,0.00329563535391
precog,0.0,0.00349705929105
brake,0.00164364759449,0.00155650440737
professor,0.0210925351276,0.00730470322245
somethin,0.0115287571339,0.0167443865265
formal,0.00317468640456,0.003228130044
unload,0.000507999810094,0.00235948728402
curiou,0.00811996157308,0.00995441970332
daddi,0.0282910455377,0.0354423644976
porch,0.00165838140351,0.00187553519908
model,0.0107415187992,0.00860491079693
vehicl,0.00181560983476,0.0118153124715
wisdom,0.00137865914652,0.00353765190907
find,0.199883835651,0.255509575455
ruben,0.0,0.00230741829693
both,0.0573464938945,0.0716494108177
report,0.0375067407537,0.0522759896241
denver,0.004571204413,0.00120024078448
helicopt,0.00120820263383,0.00436385299048
complex,0.00459659940909,0.00647001861433
neednt,0.00224958251216,0.00209884634264
be,1.54139738539,1.46125628052
greet,0.00414955188133,0.00344131715007
spock,0.00884005287508,0.0170765523979
song,0.0239172496118,0.0103226166368
bibl,0.00414513308065,0.00483127133293
lipstick,0.00471624904286,0.00203326100821
stroke,0.00688042594742,0.00213372992369
persuad,0.000926587868028,0.00270955116218
recommend,0.00542065813603,0.00746144383213
deliveri,0.0053562734857,0.00561810297383
hors,0.0258124557636,0.0133201110853
shut,0.0896224424871,0.0717021408556
zone,0.00327221589075,0.0146839259578
bomb,0.0159484744397,0.0184806461399
linda,0.00344439633735,0.0044917796438
tube,0.00262843717287,0.00412382573013
gross,0.00684634573838,0.000989011216786
order,0.0515032050008,0.0534679478172
dillon,0.0,0.00683838135303
action,0.0172322930467,0.0144630780419
spot,0.0171133058121,0.0331730202138
resign,0.00441413749503,0.00283567777839
barn,0.00613786833398,0.00550901827782
bush,0.00412207641372,0.0045753301326
itu,0.00154040788982,0.00170191654094
cry,0.0226240787369,0.0170873563403
decemb,0.000656878152148,0.00188067091562
manufactur,0.00257234506565,0.00235985425831
satisfact,0.00178256643803,0.00497204318733
fairi,0.00394223744097,0.0030256504347
excit,0.032045463504,0.0126983027237
extraordinari,0.00363673293538,0.00237098347757
thoma,0.0170283158953,0.00692355737435
musician,0.00299307556266,0.00134481614302
black,0.0501170339628,0.0297343339217
mmmmm,0.00704003583402,0.000536345059829
fuel,0.00269676224632,0.00769034715605
board,0.022931051693,0.0162542423178
joei,0.01003224258,0.0120633951146
detail,0.0104905853763,0.012156923757
stewardess,0.00191912664384,0.000264061262213
hunt,0.0082941477342,0.0318616769867
mum,0.00409687092954,0.00228001288638
preacher,0.000241158552733,0.00347716600779
shown,0.00405979600212,0.00473157809738
bread,0.0050008434941,0.0031695216421
mind,0.123953224225,0.127599812684
saint,0.00425999112939,0.00433939906479
oclock,0.0193475698394,0.016849834208
sail,0.00340130922401,0.00893143348452
stranger,0.00751613591039,0.00917017968747
smile,0.015424839478,0.0120485089541
product,0.0126532633308,0.00902933324126
rubi,0.0012041600481,0.00784516749179
disabl,0.00255214959322,0.00171327596647
question,0.0682605765939,0.0951123370138
philip,0.000302289347408,0.00352704022701
exampl,0.0117101531874,0.00433636110412
freddi,0.000376611377535,0.0256101884034
stori,0.0937188787758,0.0721171079385
chariti,0.00404362102023,0.00114058642877
franklin,0.00292707858634,0.00089538159275
routin,0.00491419663177,0.007457814093
engin,0.00706217390881,0.0212272176832
lax,0.000998485255328,0.00177743552689
blade,0.00180237420196,0.0181636401579
chew,0.00463146498572,0.00433558936019
buljanoff,0.00279894058791,0.0
counselor,0.00540476732076,0.00720565496993
houston,0.000554181611011,0.00314206204416
alright,0.0623619569399,0.0760436357712
support,0.0154417338149,0.0086060093325
wheelchair,0.00309143398137,0.00138246297647
goe,0.0437996019943,0.0568388704956
rachel,0.00538565548735,0.018996966246
stuff,0.101032535901,0.0751101635009
neck,0.0108945789383,0.0136318761415
have,1.63489846278,1.55622916572
divis,0.00102005197053,0.00360887922746
anniversari,0.00617772680388,0.00340013323407
diamond,0.00503062129045,0.00267205379125
sparazza,0.0,0.0046868342565
try,0.202113158832,0.228221803285
appar,0.008161151974,0.0119078439802
joker,0.00321079261106,0.00359860370805
dentist,0.00371621556264,0.00261410263509
section,0.00488581129542,0.00590749212165
gallagh,0.00909698857952,0.0
slept,0.00734753236085,0.00586621110882
bank,0.0175778961652,0.0399426229696
hurri,0.0259786208286,0.0244773740747
dure,0.0118404610684,0.0172772150045
sunni,0.00203825290561,0.00185851506348
ink,0.00451472642854,0.00115984840089
vein,0.00180142304745,0.00221470007115
immigr,0.00169595620131,0.00199628252724
concentr,0.00935413303841,0.00981934763748
kat,0.0116999465744,0.00117147459364
eager,0.00244231834111,0.00111424669009
don,0.0348437719417,0.0221688353906
somewher,0.0291999724261,0.0473844139887
religi,0.00270307388688,0.00487254250045
pierc,0.00315907609212,0.00214954357347
bureau,0.00314270386732,0.00887040632835
theyd,0.0164750782304,0.02315270637
mueller,0.0,0.0
familiar,0.00804189632906,0.0101411700293
bonu,0.002888936729,0.00128517429394
austrian,0.0,0.00352250975524
violenc,0.00254881551304,0.00498429785599
produc,0.0166824847413,0.00653450498551
tonight,0.113575556351,0.095938578968
royal,0.00622291891682,0.00325343262021
breakin,0.0,0.0030926160043
map,0.00567867899689,0.0144342742743
sayin,0.00213673630715,0.00526480611674
discuss,0.0191430755747,0.0157027309091
hed,0.0257262964807,0.0369259563046
strictli,0.00248188608986,0.00325255751501
led,0.00525666241428,0.00495951959019
mile,0.0496252501323,0.034904311911
thisll,0.0035593862299,0.00290876077452
dammit,0.0144852916264,0.00486186039232
leav,0.165265104045,0.191834049333
dummi,0.00358261741723,0.000918076928904
reactor,0.00391924671137,0.00343732321092
sauc,0.00389662049035,0.00180391510837
rice,0.00289337342364,0.00203116573465
coupl,0.0580519161482,0.0677791340995
clever,0.00773865454334,0.0104277553017
choic,0.0238055307494,0.0351611485951
chrissak,0.00861614903144,0.00466273954163
director,0.00726838982644,0.00726916871361
kastl,0.0,0.0
borg,0.0,0.00766805929945
fax,0.00210243798303,0.00342559847358
brought,0.0363091286304,0.0360947749038
disturb,0.00911268910623,0.0115612345235
poison,0.00772967302096,0.00640686252483
grissom,0.000420954898813,0.0041526285107
shake,0.0126017000042,0.0113031797247
corrupt,0.00332139157596,0.00322202559241
stall,0.00236515635192,0.00332274103458
sarah,0.0137795456897,0.014653387303
starter,0.00172037732199,0.00224023560203
alik,0.000837484208324,0.00216699700896
quiet,0.0187980820127,0.0258246123026
entertain,0.0119720827349,0.00345350854117
demonstr,0.00161742453131,0.00292501739204
oxygen,0.00216292403978,0.00628458727696
asham,0.00584550186477,0.00254966134038
undercov,0.00390992277652,0.00321539282084
beef,0.00561907141161,0.00283815677922
nice,0.189016539675,0.104784696988
televis,0.0171270803256,0.00957828353289
oscar,0.00339419792408,0.000567064487861
tourist,0.00300554951783,0.00374986670816
practic,0.0299812667628,0.0200833836199
mount,0.0021980955702,0.00281212745253
swedish,0.0016998886822,0.00353781792356
compani,0.0352974120376,0.0317901147208
twenti,0.0421389922176,0.0490203964094
shall,0.0362607596664,0.0222716737546
sherman,0.00263526313894,0.00266485547854
daryl,0.0,0.00379118185613
forev,0.0182661273516,0.0120029493201
crowd,0.0115590245412,0.00810449471843
tap,0.00374293937525,0.00631628110454
fix,0.0265305440853,0.0360862489349
store,0.030237917968,0.0201649736837
grail,0.0121322375177,0.00683229813665
vietnam,0.00209937216565,0.00293182733828
candl,0.00452985239117,0.000878938345499
whoop,0.00781360192982,0.000333959662311
taken,0.0280808136104,0.0379136531635
end,0.0713254159328,0.0787499664945
eleph,0.00321665309354,0.00103645888391
prefer,0.0144260495779,0.0104212445271
brian,0.00114810767891,0.00538699969485
lamar,0.0,0.0040624264274
ma,0.0169309222885,0.00725414398567
victoria,0.00592409608197,0.0011076161878
surviv,0.00777925260448,0.0201758110059
three,0.112481256221,0.149650392254
bobbi,0.00599787954101,0.0209733900093
stage,0.00783736924305,0.00461889872484
steed,0.0,0.00438483363425
macfarlan,0.0,0.00702740688686
spider,0.00164482759802,0.00291922919792
trial,0.00660983375983,0.0129411713109
suprem,0.00293630851485,0.00150141656989
awfulli,0.00665842682991,0.00405778400355
foot,0.0125365677106,0.0125624444554
ar,1.2330905387,1.17475715623
thrown,0.00419122157689,0.00602359659781
ask,0.208183645967,0.219113231739
cap,0.0045626091567,0.00604133744618
strang,0.025903756033,0.0305095722783
phoenix,0.000721047332754,0.00315729095791
boot,0.00686396204142,0.00701911044476
georgia,0.00192579456924,0.00168487197433
replac,0.00774304477137,0.00921671119221
reckon,0.00301733583787,0.00496890628785
divorc,0.021435043036,0.0100893889189
arrest,0.0115099379103,0.0275563406943
horni,0.00212716035841,0.000850028887516
grandfath,0.0157808074109,0.00293462366695
problem,0.0907941444246,0.0944239456533
bust,0.0107841323931,0.0314168817488
pari,0.0111023197044,0.0101435836525
roommat,0.00411664494116,0.00319947876723
consum,0.00224259935299,0.00219144128743
ag,0.0297394010596,0.0190008500048
been,0.419614998725,0.492637099085
spaghetti,0.00323771346311,0.000997268247981
minimum,0.000822098539765,0.00291968641906
car,0.124360145694,0.147137344703
recruit,0.00131481040914,0.00289398261088
farm,0.00768476914108,0.00669949054446
dave,0.0150285743818,0.00906374274403
tape,0.029108416635,0.0328267302361
regular,0.00982539137864,0.00879337506065
decor,0.00364474817876,0.00136007186212
shirt,0.010594673508,0.00661313809954
multipl,0.00153022279719,0.00239529001047
mechan,0.00372302498969,0.00560749626559
effici,0.00171950753298,0.000882484719506
all,1.10002969637,1.05922047942
thiev,0.00255577746014,0.00430342296288
pose,0.00513505761839,0.0055784466538
silenc,0.00432089229534,0.00585490488518
lenni,0.00119745724468,0.0138954959059
radiat,0.00200943616138,0.00815667054552
doesn,0.00247740868601,0.00159957069039
worri,0.119167539957,0.0997642986494
garrison,0.00294112496478,0.00260288895972
bound,0.00323703792153,0.00317022140289
superior,0.00323134515225,0.0132388792112
cure,0.00348029276832,0.00823323578998
belli,0.00442480417974,0.00359402602511
mmmm,0.00308565855809,0.00316614066971
of,2.77617635991,2.67568477068
bride,0.011485594156,0.000274047684297
hole,0.0231525806896,0.0157470468692
toler,0.00166536691701,0.00303827688297
content,0.00138379866874,0.00251451207207
applic,0.00434358247674,0.00221281393517
frequenc,0.00126286469644,0.0043830616443
sore,0.00565154248738,0.00292743887366
ranch,0.00745871390807,0.00336822637268
fair,0.0283752494433,0.016071553301
nowher,0.0107173829533,0.0127491984942
monitor,0.00136355890718,0.00945672441934
peanut,0.00272061267021,0.00286878115113
presid,0.0643236763338,0.0431270579024
cooper,0.00742549642422,0.0140457282003
speech,0.0258340206165,0.00565972787258
canyon,0.00144993527795,0.00373542903003
humili,0.0101855027985,0.00233075153674
primari,0.0029694843427,0.00315376239085
anchor,0.002555579316,0.00109943178641
everi,0.132215402711,0.123904884343
fiance,0.0057507834764,0.00158755730132
temporari,0.00293030566077,0.00372832404114
nyah,0.0,0.00381679389313
greenleaf,0.0,0.00288937809576
marvel,0.00789642863136,0.00117642281316
enough,0.121211472196,0.130319210409
extra,0.0137854328685,0.0125081341882
breast,0.00562362029199,0.00262651565049
properti,0.00949030099679,0.00786117693616
social,0.0166589397735,0.00634453359977
hug,0.00720994584736,0.000483559414943
tempt,0.00180203558479,0.00102773815168
dracula,0.00435930098824,0.00064900330077
richard,0.00798201185654,0.0132949291314
rob,0.0312160115086,0.00692379639117
guinea,0.00197144320513,0.00309837172229
wanna,0.0806975906177,0.0572738498752
hate,0.0831207714957,0.0694551650912
dash,0.00199334346177,0.00265273370724
pull,0.0481232277603,0.0849424239584
lab,0.00759621596127,0.00948674028352
disast,0.00606116029032,0.00340590011771
lobbi,0.00415157400459,0.00341499764815
plug,0.00434086455111,0.00419003790113
rear,0.00563175381872,0.00154953386993
conveni,0.00294557010886,0.00289229178359
bounti,0.0,0.00434128385983
auggi,0.00752434865159,0.000133173525103
thee,0.00320738201189,0.00215666322446
proposit,0.00315173664731,0.00175702469186
jeep,0.000737016117922,0.00296827561354
pee,0.00454782592785,0.00429164318967
josephin,0.00399204079095,0.0
gestur,0.00288278998103,0.00101860525993
profil,0.00241164888288,0.00756374322624
mimi,0.000302289347408,0.000176647235471
infect,0.00230448678902,0.00502945442425
coincid,0.00173386092965,0.00680709382559
mel,0.00155682690464,0.00197316872028
knock,0.0259244098135,0.0197804087139
search,0.0105832316235,0.0203190945756
pan,0.00188607660918,0.00367246280061
if,0.862103335496,0.930880477353
odd,0.012622775853,0.0126880272143
jenni,0.00132149347927,0.00629027491065
howd,0.0249439617573,0.0317377678414
simon,0.00495469180567,0.0147254500059
dodg,0.000619857039797,0.0052183572665
outfit,0.0104633327849,0.00364376616131
floor,0.019405435546,0.0281104953127
uhh,0.00627476664704,0.0
nah,0.0114318531992,0.0119272878263
jimmi,0.00743766408633,0.0326519918326
chuck,0.00169640732063,0.00581461021995
rich,0.0211246105686,0.0174011278792
emot,0.0105715751637,0.0116535891888
destruct,0.000803313304756,0.00800480155258
blue,0.0271248984849,0.0245446234158
game,0.0597772044875,0.0672846321317
peculiar,0.00265729893481,0.00338156208543
internet,0.00216349160584,0.00302528466297
paranoid,0.0020616312803,0.00539314776455
paradis,0.0001710079239,0.00552398163973
deposit,0.00386812029869,0.00584704383381
look,0.69642455718,0.636314092877
count,0.029809845041,0.0269041556654
ooz,0.00178713078957,0.00169971523798
gale,0.004902488032,0.0108357173765
plumb,0.000494958381661,0.00172371974782
shouldv,0.00575519127685,0.0089490343797
giant,0.00703775156939,0.00303875654764
sooz,0.0,0.0
gino,0.0,0.00652219650747
waitress,0.00554651433685,0.00416610642523
conceiv,0.00273575100003,0.00250170887698
messag,0.025739982055,0.0279076238922
door,0.0537011223559,0.0741455911009
mondai,0.00790968934477,0.00525645762553
mayor,0.00420926240975,0.00260765531924
fanci,0.00631112031519,0.00886070265689
cuba,0.00137717873635,0.00397494953983
most,0.10994109531,0.0784412542517
barrier,0.0,0.0042813097687
eject,0.00149475350933,0.000923380933938
grew,0.0064729729328,0.00584399623448
alic,0.00151034076107,0.0147088229139
jazz,0.0019935052422,0.00216169747594
thread,0.00171016571737,0.00238757760552
commun,0.0219320069675,0.0186008351018
treati,0.00191911584275,0.00204078901554
lieuten,0.00746094183423,0.0165145877006
tran,0.00142389336435,0.00466564092039
mackelwai,0.0,0.0
colonel,0.012207219805,0.00743532289686
vincent,0.00321365293879,0.0096201157131
pant,0.0162560867881,0.0139662319985
simpl,0.0216548576347,0.0252034622347
shave,0.0053215524097,0.00170137526306
snoop,0.00251700552941,0.00273588994741
flower,0.017069834995,0.0101554254708
barton,0.0,0.00715183445617
trailer,0.00225713936053,0.00454773523162
towel,0.0037236837023,0.00179240302382
sheldon,0.000608671290483,0.0
comput,0.0211530189978,0.0313850283286
medic,0.00978083971646,0.0153399458224
hit,0.0679585404351,0.0668833185813
grow,0.0247434875544,0.0197713079026
ventur,0.00148554618985,0.00211319035963
mistaken,0.00222630913234,0.00347219356164
difficulti,0.00137638943995,0.00247271740299
thirtyf,0.00255993795168,0.00367520741563
pm,0.000939285406422,0.00140514158828
peter,0.0235738618971,0.025934747286
orang,0.00819218959003,0.00495356316252
kei,0.0260344665057,0.0403460088854
earl,0.00211843418926,0.00290315191852
ex,0.00549636218728,0.00289869715999
vault,0.000139947029395,0.00486304773933
doe,0.189610214095,0.178453479327
music,0.0257967288045,0.0154514419283
romanc,0.00469252469188,0.000963542963747
blanket,0.00226116473178,0.00275976597019
colleg,0.0293567837875,0.0126148828962
fog,0.00229230824167,0.00480895847287
bad,0.145364706403,0.169572338366
novel,0.00940860153775,0.00265038312288
kidnap,0.0103778746017,0.008545090605
consult,0.00416703445928,0.00337762288745
recogn,0.0143289030756,0.0153757811649
laugh,0.0299731637614,0.0206626405737
shooter,0.000457357799909,0.0028965297843
galaxi,0.00372542726323,0.00267728013636
paulin,0.00179013307466,0.00669099756691
procedur,0.000778002033881,0.00711417991578
seed,0.0023458139521,0.00210497869074
radioact,0.000502630744711,0.00333215585488
ars,0.00141621227353,0.00222602092545
total,0.0440193740359,0.0285545384731
theater,0.0110157875284,0.00317586817725
cute,0.0195783424119,0.0106853269396
iraq,0.000247225643075,0.00236318500205
net,0.00108778757345,0.00737510840312
laplant,0.0104344258712,0.0
waiter,0.00471255725105,0.00151554738031
